Unnamed: 0.1,Unnamed: 0,geometry,parking,edges,EV_stations,parking_space,civic,restaurant,park,school,node,Community_centre,place_of_worship,university,cinema,library,commercial,retail,townhall,government,residential,city,population,Berlin_data_onlycenter_,optimization_score,station_id
327,327,"POLYGON ((6.995490947555106 49.23758047759725, 6.995670958346329 49.233133562950314, 6.988933434364061 49.23301642105704, 6.9887528194618485 49.237463317439364, 6.995490947555106 49.23758047759725))",39,182,4,0,0,24,0,0,101,0,1,0,3,0,10,17,0,0.0,0,Saarbrucken,4.013376674564995,,0.9099999999999999,0
